number,priority,category,assignment_group,updated_by
INC0409566,1,Failure,Bethesda Support,system
INC0427777,1,Service,Bethesda Support,system
INC0427192,1,Failure,Bethesda Support,system
INC0446784,1,Failure,Bethesda Support,system
INC0459589,1,Failure,Bethesda Support,SAL29508
INC0449299,1,Failure,Bethesda Support,DIN23607
INC0458914,1,Failure,Bethesda Support,system
INC0409094,1,Business Application,Bethesda Support,system
INC0395233,1,Failure,Bethesda Support,system
INC0435171,1,Business Application,Bethesda Support,system
INC0455786,1,Failure,Bethesda Support,system
INC0460768,1,Service,Bethesda Support,SAL29508
INC0411916,1,Failure,Bethesda Support,system
INC0448405,0,Failure,Bethesda Support,system
INC0393532,1,Business Application,Bethesda Support,system
INC0458964,1,Failure,Bethesda Support,MAR13389
INC0394480,1,Failure,Bethesda Support,system
INC0442018,0,Failure,Bethesda Support,system
INC0444756,1,Failure,Bethesda Support,system
INC0438154,1,Failure,Bethesda Support,system
INC0446990,1,Failure,Bethesda Support,system
INC0439017,1,Failure,Bethesda Support,system
INC0400608,0,Failure,Bethesda Support,system
INC0444777,1,Failure,Bethesda Support,system
INC0443118,1,Failure,Bethesda Support,system
INC0428557,1,Service,Bethesda Support,system
INC0393948,1,Failure,Bethesda Support,system
INC0402691,1,Service,Bethesda Support,system
INC0430291,1,Failure,Bethesda Support,system
INC0442034,1,Failure,Bethesda Support,system
INC0393285,1,Failure,Bethesda Support,system
INC0437049,1,Failure,Bethesda Support,system
INC0436372,1,Failure,Bethesda Support,system
INC0414338,1,Failure,Bethesda Support,system
INC0447944,1,Change/Enhancements,Bethesda Support,system
INC0459261,1,Failure,Bethesda Support,system
INC0425923,1,Failure,Bethesda Support,system
INC0399052,1,Service,Bethesda Support,system
INC0392177,0,Service,Bethesda Support,system
INC0408944,1,Failure,Bethesda Support,system
INC0420198,1,Failure,Bethesda Support,system
INC0436370,1,Failure,Bethesda Support,system
INC0422514,1,Failure,Bethesda Support,system
INC0408767,1,Failure,Bethesda Support,system
INC0394492,1,Failure,Bethesda Support,system
INC0461880,1,Hardware,Bethesda Support,SAL29508
INC0435574,0,Failure,Bethesda Support,system
INC0461698,1,Failure,Bethesda Support,KEL11365
INC0427061,1,Failure,Bethesda Support,system
INC0417631,0,Failure,Bethesda Support,system
INC0420296,1,Hardware,Bethesda Support,system
INC0461525,1,Failure,Bethesda Support,MAR13389
INC0418626,1,Failure,Bethesda Support,system
INC0464177,1,Failure,Bethesda Support,MAR13389
INC0391280,1,Failure,Bethesda Support,system
INC0442649,1,Failure,Bethesda Support,system
INC0426621,1,Failure,Bethesda Support,system
INC0409613,1,Failure,Bethesda Support,system
INC0406666,1,Failure,Bethesda Support,system
INC0392282,1,Failure,Bethesda Support,HEA22281
INC0404055,1,Failure,Bethesda Support,system
INC0434204,1,Failure,Bethesda Support,system
INC0459737,1,Failure,Bethesda Support,CAR26227
INC0428610,1,Failure,Bethesda Support,system
INC0420492,1,Failure,Bethesda Support,system
INC0462699,1,Failure,Bethesda Support,SAL29508
INC0450597,1,Failure,Bethesda Support,system
INC0405384,1,Failure,Bethesda Support,system
INC0449581,1,Failure,Bethesda Support,system
INC0435372,1,Failure,Bethesda Support,system
INC0397532,1,Business Application,Bethesda Support,system
INC0446353,1,Failure,Bethesda Support,system
INC0443803,1,Failure,Bethesda Support,system
INC0430532,1,Failure,Bethesda Support,system
INC0402147,0,Failure,Bethesda Support,system
INC0428271,1,Failure,Bethesda Support,system
INC0428941,1,Failure,Bethesda Support,system
INC0439031,1,Business Application,Bethesda Support,system
INC0413766,1,Failure,Bethesda Support,system
INC0436534,1,Failure,Bethesda Support,system
INC0450677,1,Failure,Bethesda Support,system
INC0428849,0,Failure,Bethesda Support,system
INC0420840,1,Failure,Bethesda Support,system
INC0460622,1,Failure,Bethesda Support,CAR26227
INC0447154,1,Failure,Bethesda Support,system
INC0407182,1,Service,Bethesda Support,system
INC0448619,1,Failure,Bethesda Support,system
INC0430375,1,Failure,Bethesda Support,system
INC0459477,1,Failure,Bethesda Support,MAR13389
INC0458143,1,Failure,Bethesda Support,CAR26227
INC0429127,1,Failure,Bethesda Support,system
INC0409118,1,Failure,Bethesda Support,system
INC0438052,1,Failure,Bethesda Support,system
INC0436182,1,Failure,Bethesda Support,system
INC0395708,0,Failure,Bethesda Support,system
INC0424624,1,Failure,Bethesda Support,system
INC0393398,1,Failure,Bethesda Support,system
INC0429527,1,Business Application,Bethesda Support,system
INC0463978,1,Failure,Bethesda Support,MAR13389
INC0412058,1,Failure,Bethesda Support,system
INC0452256,1,Failure,Bethesda Support,system
INC0459997,1,Failure,Bethesda Support,CAR26227
INC0438064,1,Failure,Bethesda Support,system
INC0430301,1,Business Application,Bethesda Support,system
INC0406030,1,Failure,Bethesda Support,system
INC0417835,1,Failure,Bethesda Support,system
INC0431333,1,Failure,Bethesda Support,system
INC0436938,1,Service,Bethesda Support,system
INC0398519,1,Failure,Bethesda Support,system
INC0391733,1,Failure,Bethesda Support,system
INC0421755,1,Failure,Bethesda Support,system
INC0456277,1,Failure,Bethesda Support,system
INC0420168,1,Business Application,Bethesda Support,system
INC0423185,1,Failure,Bethesda Support,system
INC0457952,1,Failure,Bethesda Support,KEL11365
INC0442013,1,Failure,Bethesda Support,system
INC0420138,1,Failure,Bethesda Support,system
INC0397345,1,Failure,Bethesda Support,system
INC0396612,1,Failure,Bethesda Support,system
INC0461786,1,Failure,Bethesda Support,ROM20200
INC0463249,1,Failure,Bethesda Support,MAR13389
INC0423417,1,Failure,Bethesda Support,system
INC0406258,1,Failure,Bethesda Support,system
INC0430671,0,Failure,Bethesda Support,system
INC0394293,1,Failure,Bethesda Support,system
INC0446122,1,Failure,Bethesda Support,system
INC0461835,1,Failure,Bethesda Support,JAS19903
INC0432229,1,Failure,Bethesda Support,system
INC0427932,1,Failure,Bethesda Support,system
INC0409628,1,Failure,Bethesda Support,system
INC0407923,1,Business Application,Bethesda Support,system
INC0447604,1,Failure,Bethesda Support,system
INC0442607,1,Failure,Bethesda Support,system
INC0399437,1,Failure,Bethesda Support,system
INC0446605,1,Failure,Bethesda Support,system
INC0397352,1,Failure,Bethesda Support,system
INC0393880,1,Service,Bethesda Support,system
INC0413963,1,Failure,Bethesda Support,system
INC0439174,1,Failure,Bethesda Support,system
INC0431159,1,Failure,Bethesda Support,system
INC0413600,1,Failure,Bethesda Support,system
INC0460744,1,Failure,Bethesda Support,KEL11365
INC0392117,1,Failure,Bethesda Support,system
INC0433381,1,Hardware,Bethesda Support,system
INC0457594,1,Failure,Bethesda Support,system
INC0429330,0,Service,Bethesda Support,system
INC0449540,1,Hardware,Bethesda Support,system
INC0419280,0,Failure,Bethesda Support,system
INC0421367,1,Failure,Bethesda Support,system
INC0401734,1,Service,Bethesda Support,system
INC0433891,1,Service,Bethesda Support,system
INC0399422,0,Service,Bethesda Support,system
INC0456378,1,Failure,Bethesda Support,system
INC0400268,1,Failure,Bethesda Support,system
INC0405288,1,Hardware,Bethesda Support,system
INC0440125,1,Business Application,Bethesda Support,system
INC0406830,1,Failure,Bethesda Support,system
INC0455813,1,Failure,Bethesda Support,system
INC0451910,1,Failure,Bethesda Support,system
INC0446685,1,Business Application,Bethesda Support,system
INC0424455,1,Failure,Bethesda Support,system
INC0437931,1,Failure,Bethesda Support,system
INC0397485,1,Business Application,Bethesda Support,system
INC0437331,1,Failure,Bethesda Support,system
INC0463247,1,Business Application,Bethesda Support,SAL29508
INC0462765,1,Failure,Bethesda Support,JAS19903
INC0410224,1,Failure,Bethesda Support,system
INC0440261,1,Failure,Bethesda Support,system
INC0399795,1,Failure,Bethesda Support,system
INC0400255,1,Service,Bethesda Support,system
INC0399387,1,Failure,Bethesda Support,system
INC0447913,1,Failure,Bethesda Support,system
INC0424217,1,Failure,Bethesda Support,system
INC0460909,1,Failure,Bethesda Support,KEL11365
INC0401163,1,Failure,Bethesda Support,system
INC0433382,1,Failure,Bethesda Support,system
INC0449024,1,Failure,Bethesda Support,system
INC0449002,1,Failure,Bethesda Support,system
INC0446155,1,Failure,Bethesda Support,system
INC0395786,1,Failure,Bethesda Support,system
INC0415966,1,Failure,Bethesda Support,system
INC0421330,1,Business Application,Bethesda Support,system
INC0395812,1,Failure,Bethesda Support,system
INC0462145,1,Failure,Bethesda Support,CAR26227
INC0404196,1,Failure,Bethesda Support,system
INC0396368,1,Service,Bethesda Support,system
INC0401190,1,Failure,Bethesda Support,system
INC0458079,1,Business Application,Bethesda Support,system
INC0457572,1,Failure,Bethesda Support,system
INC0429870,1,Failure,Bethesda Support,system
INC0413672,1,Failure,Bethesda Support,system
INC0414897,1,Failure,Bethesda Support,system
INC0433856,1,Failure,Bethesda Support,system
INC0399456,1,Failure,Bethesda Support,system
INC0447199,0,Failure,Bethesda Support,system
INC0433297,1,Failure,Bethesda Support,system
INC0429718,1,Failure,Bethesda Support,system
INC0416317,1,Failure,Bethesda Support,system
INC0406114,1,Failure,Bethesda Support,system
INC0417702,1,Failure,Bethesda Support,system
INC0447133,1,Failure,Bethesda Support,system
INC0396478,1,Failure,Bethesda Support,system
INC0424348,1,Failure,Bethesda Support,system
INC0423276,1,Failure,Bethesda Support,system
INC0412522,1,Failure,Bethesda Support,system
INC0456761,1,Failure,Bethesda Support,system
INC0461851,1,Failure,Bethesda Support,SAL29508
INC0428297,1,Failure,Bethesda Support,system
INC0451799,1,Failure,Bethesda Support,system
INC0435854,1,Failure,Bethesda Support,system
INC0456552,0,Failure,Bethesda Support,system
INC0448028,1,Failure,Bethesda Support,system
INC0436374,1,Failure,Bethesda Support,system
INC0408978,1,Failure,Bethesda Support,system
INC0432983,1,Failure,Bethesda Support,system
INC0432244,1,Failure,Bethesda Support,system
INC0455811,1,Failure,Bethesda Support,system
INC0435210,1,Failure,Bethesda Support,system
INC0410232,1,Service,Bethesda Support,system
INC0402031,1,Failure,Bethesda Support,system
INC0410957,1,Failure,Bethesda Support,system
INC0402309,1,Failure,Bethesda Support,system
INC0462438,1,Failure,Bethesda Support,CAR26227
INC0464352,1,Business Application,Bethesda Support,MAR13389
INC0456774,1,Failure,Bethesda Support,system
INC0449644,1,Failure,Bethesda Support,system
INC0395128,1,Failure,Bethesda Support,system
INC0412231,1,Failure,Bethesda Support,system
INC0442461,1,Business Application,Bethesda Support,system
INC0396824,1,Failure,Bethesda Support,system
INC0447461,1,Failure,Bethesda Support,system
INC0397412,0,Failure,Bethesda Support,system
INC0403657,1,Service,Bethesda Support,system
INC0409072,1,Failure,Bethesda Support,system
INC0410959,1,Failure,Bethesda Support,system
INC0407280,1,Failure,Bethesda Support,system
INC0447697,0,Failure,Bethesda Support,system
INC0423409,1,Failure,Bethesda Support,system
INC0402870,1,Failure,Bethesda Support,system
INC0401186,1,Service,Bethesda Support,system
INC0457953,1,Failure,Bethesda Support,system
INC0414740,1,Service,Bethesda Support,system
INC0458507,1,Failure,Bethesda Support,system
INC0430717,0,Failure,Bethesda Support,system
INC0451288,1,Failure,Bethesda Support,system
INC0437973,0,Failure,Bethesda Support,system
INC0399403,1,Failure,Bethesda Support,system
INC0401464,1,Failure,Bethesda Support,system
INC0391873,1,Failure,Bethesda Support,system
INC0397413,0,Failure,Bethesda Support,system
INC0451966,1,Failure,Bethesda Support,system
INC0404136,0,Failure,Bethesda Support,system
INC0415724,1,Failure,Bethesda Support,system
INC0414660,1,Failure,Bethesda Support,system
INC0397893,1,Business Application,Bethesda Support,system
INC0398415,0,Failure,Bethesda Support,system
INC0416723,1,Failure,Bethesda Support,system
INC0408329,1,Business Application,Bethesda Support,system
INC0436195,1,Failure,Bethesda Support,system
INC0462665,1,Failure,Bethesda Support,MAR23058
INC0426878,1,Hardware,Bethesda Support,system
INC0447023,1,Failure,Bethesda Support,system
INC0395628,1,Service,Bethesda Support,system
INC0458028,1,Failure,Bethesda Support,system
INC0450825,1,Failure,Bethesda Support,system
INC0461414,1,Failure,Bethesda Support,MAR13389
INC0434831,1,Failure,Bethesda Support,system
INC0402633,1,Failure,Bethesda Support,system
INC0424484,1,Failure,Bethesda Support,system
INC0420093,1,Failure,Bethesda Support,system
INC0439501,1,Failure,Bethesda Support,system
INC0442056,1,Failure,Bethesda Support,system
INC0433414,1,Failure,Bethesda Support,system
INC0407455,1,Failure,Bethesda Support,system
INC0462492,1,Failure,Bethesda Support,ROB25465
INC0455754,1,Failure,Bethesda Support,system
INC0429787,1,Failure,Bethesda Support,system
INC0409139,0,Failure,Bethesda Support,system
INC0394292,1,Failure,Bethesda Support,system
INC0428037,1,Failure,Bethesda Support,system
INC0437949,1,Failure,Bethesda Support,system
INC0412488,0,Business Application,Bethesda Support,system
INC0420009,0,Failure,Bethesda Support,system
INC0447566,1,Failure,Bethesda Support,system
INC0407535,1,Failure,Bethesda Support,system
INC0391592,1,Business Application,Bethesda Support,system
INC0406305,1,Service,Bethesda Support,system
INC0416036,1,Failure,Bethesda Support,system
INC0410264,0,Failure,Bethesda Support,system
INC0392413,1,Failure,Bethesda Support,system
INC0431596,1,Failure,Bethesda Support,system
INC0396514,1,Failure,Bethesda Support,system
INC0403265,1,Failure,Bethesda Support,system
INC0447937,1,Change/Enhancements,Bethesda Support,system
INC0402845,1,Failure,Bethesda Support,system
INC0436519,1,Failure,Bethesda Support,system
INC0397408,1,Failure,Bethesda Support,system
INC0439349,1,Failure,Bethesda Support,system
INC0460652,1,Failure,Bethesda Support,MAR13389
INC0433759,1,Service,Bethesda Support,system
INC0427489,1,Hardware,Bethesda Support,system
INC0461526,1,Failure,Bethesda Support,MAR13389
INC0433364,1,Failure,Bethesda Support,system
INC0420712,1,Failure,Bethesda Support,system
INC0451465,1,Failure,Bethesda Support,system
INC0397527,1,Business Application,Bethesda Support,system
INC0447270,0,Failure,Bethesda Support,system
INC0425928,1,Failure,Bethesda Support,system
INC0438043,1,Failure,Bethesda Support,system
INC0463984,0,Failure,Bethesda Support,JAS19903
INC0398576,1,Failure,Bethesda Support,system
INC0451007,1,Service,Bethesda Support,MAR23058
INC0448476,0,Failure,Bethesda Support,system
INC0399424,1,Failure,Bethesda Support,system
INC0433907,1,Failure,Bethesda Support,system
INC0402883,1,Failure,Bethesda Support,system
INC0458081,1,Failure,Bethesda Support,system
INC0400428,1,Failure,Bethesda Support,system
INC0429088,1,Business Application,Bethesda Support,system
INC0392141,1,Failure,Bethesda Support,system
INC0409635,1,Service,Bethesda Support,system
INC0458350,1,Failure,Bethesda Support,system
INC0402357,1,Service,Bethesda Support,system
INC0449679,1,Failure,Bethesda Support,system
INC0413815,1,Failure,Bethesda Support,system
INC0444107,1,Failure,Bethesda Support,system
INC0442063,1,Failure,Bethesda Support,system
INC0463152,1,Business Application,Bethesda Support,SAL29508
INC0442506,1,Failure,Bethesda Support,system
INC0440841,1,Failure,Bethesda Support,system
INC0447152,1,Failure,Bethesda Support,system
INC0439052,1,Failure,Bethesda Support,system
INC0436331,1,Failure,Bethesda Support,system
INC0403994,1,Service,Bethesda Support,system
INC0449544,1,Failure,Bethesda Support,system
INC0397337,0,Failure,Bethesda Support,system
INC0456772,1,Failure,Bethesda Support,system
INC0447107,1,Failure,Bethesda Support,system
INC0446301,1,Change/Enhancements,Bethesda Support,system
INC0404126,1,Failure,Bethesda Support,system
INC0405349,1,Failure,Bethesda Support,system
INC0420984,1,Failure,Bethesda Support,system
INC0457890,1,Failure,Bethesda Support,MAR13389
INC0461347,1,Failure,Bethesda Support,MAR13389
INC0411695,1,Failure,Bethesda Support,system
INC0442810,1,Failure,Bethesda Support,system
INC0414899,1,Failure,Bethesda Support,system
INC0428236,1,Failure,Bethesda Support,system
INC0399659,1,Failure,Bethesda Support,system
INC0450846,1,Service,Bethesda Support,system
